,winner_index,loser_index
1974,781,779
1975,781,779
1976,1281,231
1977,837,1016
1978,1295,1151
1979,138,1151
1980,138,1151
1981,1279,364
1982,364,1279
1983,1279,364
1984,1279,364
1985,1121,364
1986,228,1145
1987,916,41
1988,434,168
1989,732,168
1990,1027,695
1991,695,40
1992,1428,695
1993,695,1428
1994,1428,695
1995,695,1428
1996,603,1181
1997,150,1287
1998,150,1276
1999,150,192
2000,192,150
2001,546,554
2002,546,554
2003,554,546
2004,769,554
2005,554,769
2006,769,554
2007,651,554
2008,1269,131
2009,157,131
2010,157,131
2011,1074,131
2012,453,444
2013,985,898
2014,898,1335
2015,898,1335
2016,898,1335
2017,898,1335
2018,255,1057
2019,1294,255
2020,255,1260
2021,81,1208
2022,1103,1127
2023,1103,1127
2024,440,1258
2025,440,895
2026,440,895
2027,440,202
2028,440,202
2029,269,440
2030,269,440
2031,732,440
2032,76,1218
2033,999,398
2034,398,668
2035,724,15
2036,1363,1019
2037,796,1363
2038,1394,1363
2039,225,1217
2040,1297,1095
2041,451,130
2042,451,130
2043,804,375
2044,445,613
2045,49,541
2046,49,541
2047,1075,541
2048,1075,541
2049,214,547
2050,203,1310
2051,203,1310
2052,203,1310
2053,203,1310
2054,360,1310
2055,195,1349
2056,1313,518
2057,859,616
2058,1337,1354
2059,1354,82
2060,1408,1354
2061,31,1354
2062,804,1354
2063,804,1354
2064,934,386
2065,386,934
2066,386,934
2067,386,934
2068,324,124
2069,324,124
2070,324,124
2071,324,124
2072,124,699
2073,122,1013
2074,1013,122
2075,667,1026
2076,667,1026
2077,1026,667
2078,667,1026
2079,1095,459
2080,1095,459
2081,118,775
2082,118,775
2083,118,775
2084,118,775
2085,771,1294
2086,745,1148
2087,1260,184
2088,184,97
2089,1145,184
2090,184,1028
2091,418,1120
2092,418,1120
2093,179,1119
2094,179,1119
2095,179,1119
2096,1119,485
2097,485,1119
2098,485,1119
2099,1330,870
2100,810,1330
2101,678,1171
2102,678,1171
2103,1171,1282
2104,684,309
2105,309,479
2106,340,74
2107,340,74
2108,340,74
2109,340,74
2110,340,74
2111,1020,1409
2112,1020,1409
2113,628,821
2114,1415,821
2115,1311,597
2116,1311,597
2117,597,1311
2118,1311,597
2119,597,1311
2120,1311,597
2121,1311,597
2122,1311,597
2123,597,1311
2124,480,1245
2125,1245,480
2126,480,1245
2127,480,1245
2128,480,1245
2129,480,1245
2130,480,1245
2131,480,1245
2132,480,1245
2133,480,1245
2134,1052,480
2135,1052,480
2136,1052,480
2137,735,480
2138,480,1052
2139,1052,480
2140,1052,480
2141,480,1052
2142,1169,1084
2143,936,1084
2144,1139,1084
2145,799,858
2146,796,858
2147,15,407
2148,407,1212
2149,316,517
2150,316,517
2151,539,136
2152,1416,1110
2153,1110,1416
2154,1110,1416
2155,1110,1416
2156,1416,1110
2157,1110,1416
2158,1110,1416
2159,1416,1110
2160,1416,1110
2161,1110,1416
2162,1110,1416
2163,1416,1110
2164,1416,1110
2165,1416,1110
2166,1416,1110
2167,1110,1416
2168,1416,1110
2169,1416,1110
2170,1110,1416
2171,1416,1110
2172,1110,1416
2173,1416,1110
2174,1416,1110
2175,1110,1416
2176,1165,1361
2177,1086,1165
2178,752,1165
2179,752,1165
2180,1165,752
2181,1165,752
2182,962,789
2183,954,1065
2184,437,1283
2185,1283,20
2186,538,1283
2187,538,1283
2188,538,1283
2189,1283,538
2190,538,1283
2191,1073,961
2192,863,961
2193,343,155
2194,155,479
2195,155,321
2196,1158,1148
2197,1148,1122
2198,263,1148
2199,1148,1280
2200,157,1148
2201,437,1148
2202,546,1148
2203,148,684
2204,148,651
2205,1433,1309
2206,139,319
2207,139,302
2208,563,396
2209,613,526
2210,526,1373
2211,1373,526
2212,526,1373
2213,974,526
2214,613,526
2215,526,613
2216,659,1117
2217,1218,659
2218,1051,1392
2219,1051,1105
2220,157,567
2221,567,487
2222,567,487
2223,567,487
2224,567,624
2225,567,624
2226,485,567
2227,658,1023
2228,1280,1172
2229,1280,1172
2230,1004,1172
2231,1004,1172
2232,1172,1066
2233,1244,22
2234,1244,22
2235,1244,22
2236,22,1244
2237,1267,1244
2238,433,1102
2239,1102,1310
2240,624,1102
2241,1102,433
2242,651,1404
2243,256,772
2244,256,772
2245,256,772
2246,772,461
2247,461,772
2248,114,1086
2249,221,79
2250,778,1185
2251,1168,1246
2252,1168,1246
2253,1168,1246
2254,1168,1246
2255,1023,1306
2256,1306,1023
2257,1306,31
2258,1083,1285
2259,282,977
2260,1273,977
2261,1273,977
2262,1273,977
2263,1273,977
2264,1426,850
2265,850,1426
2266,1180,650
2267,1180,650
2268,1180,650
2269,1180,650
2270,1180,650
2271,1180,650
2272,119,715
2273,715,119
2274,1233,442
2275,448,1233
2276,192,1233
2277,1233,1295
2278,1433,1233
2279,1233,1433
2280,1433,1233
2281,1233,1433
2282,1233,1295
2283,1233,1295
2284,237,963
2285,963,237
2286,1232,43
2287,1158,43
2288,465,1130
2289,465,1130
2290,1374,559
2291,722,233
2292,722,233
2293,158,1095
2294,453,489
2295,661,273
2296,536,661
2297,1014,661
2298,15,661
2299,500,661
2300,1431,414
2301,1431,414
2302,1431,414
2303,1431,414
2304,1431,414
2305,1431,414
2306,1431,414
2307,1431,414
2308,1431,414
2309,1431,414
2310,1431,414
2311,1121,826
2312,238,464
2313,238,464
2314,464,238
2315,464,238
2316,238,555
2317,560,453
2318,560,957
2319,881,972
2320,881,972
2321,799,104
2322,824,104
2323,398,268
2324,268,398
2325,398,268
2326,268,398
2327,398,268
2328,668,268
2329,268,668
2330,268,668
2331,32,306
2332,306,32
2333,306,32
2334,306,32
2335,594,1373
2336,594,193
2337,193,594
2338,594,193
2339,438,1033
2340,438,666
2341,438,231
2342,604,1341
2343,190,1341
2344,1341,604
2345,1341,257
2346,257,1341
2347,1341,1149
2348,1149,1341
2349,1341,573
2350,573,1341
2351,1384,470
2352,470,1384
2353,665,470
2354,470,665
2355,1121,470
2356,874,470
2357,648,854
2358,648,854
2359,563,854
2360,648,854
2361,854,648
2362,648,854
2363,854,648
2364,648,854
2365,355,967
2366,355,967
2367,355,967
2368,838,798
2369,798,838
2370,798,1109
2371,341,798
2372,341,798
2373,798,341
2374,341,798
2375,798,341
2376,341,798
2377,798,1109
2378,1163,1243
2379,1093,906
2380,1332,1315
2381,831,1169
2382,831,936
2383,831,1236
2384,669,426
2385,1201,669
2386,253,669
2387,15,669
2388,282,977
2389,735,282
2390,282,735
2391,735,282
2392,1317,1380
2393,519,716
2394,152,716
2395,799,716
2396,825,716
2397,1192,569
2398,846,569
2399,345,569
2400,569,345
2401,980,569
2402,569,750
2403,208,569
2404,530,569
2405,530,569
2406,496,569
2407,569,366
2408,569,1055
2409,529,569
2410,551,569
2411,569,289
2412,621,569
2413,843,569
2414,654,569
2415,569,425
2416,569,843
2417,1092,569
2418,112,569
2419,569,654
2420,569,1381
2421,662,569
2422,569,662
2423,569,287
2424,569,287
2425,1139,569
2426,196,103
2427,672,196
2428,622,1373
2429,622,1373
2430,1373,622
2431,1373,622
2432,1373,622
2433,622,1373
2434,622,1373
2435,622,1373
2436,622,1373
2437,622,1373
2438,1373,622
2439,622,1373
2440,622,1373
2441,622,1373
2442,622,1373
2443,622,1373
2444,1373,622
2445,622,1373
2446,622,1373
2447,1373,622
2448,1373,622
2449,622,1373
2450,1373,622
2451,1373,622
2452,622,1373
2453,1373,622
2454,1373,622
2455,622,1373
2456,1373,622
2457,1373,622
2458,828,990
2459,828,1203
2460,146,697
2461,697,1105
2462,559,697
2463,985,697
2464,697,7
2465,732,484
2466,976,436
2467,436,976
2468,436,976
2469,436,976
2470,976,855
2471,793,590
2472,311,31
2473,311,468
2474,311,943
2475,311,943
2476,311,312
2477,311,312
2478,311,189
2479,311,189
2480,520,1392
2481,520,1169
2482,520,1408
2483,940,22
2484,545,284
2485,284,545
2486,1120,284
2487,284,1120
2488,284,672
2489,1321,64
2490,180,130
2491,180,130
2492,180,917
2493,1276,971
2494,1276,731
2495,1276,731
2496,1276,731
2497,731,1276
2498,731,1276
2499,902,1166
2500,1166,1380
2501,947,1166
2502,302,1166
2503,1391,641
2504,225,641
2505,985,917
2506,180,917
2507,1373,917
2508,1373,917
2509,1373,917
2510,1373,917
2511,1373,917
2512,1373,917
2513,1373,917
2514,1323,617
2515,617,891
2516,1107,278
2517,437,806
2518,974,806
2519,1002,1391
2520,1391,641
2521,1391,778
2522,1391,1236
2523,1391,266
2524,1145,1391
2525,1323,1391
2526,641,1391
2527,1192,1190
2528,157,1190
2529,433,1190
2530,433,1190
2531,765,1190
2532,1280,1190
2533,406,865
2534,957,1315
2535,560,957
2536,957,278
2537,422,957
2538,1403,957
2539,1172,1077
2540,519,716
2541,150,1287
2542,150,1276
2543,150,192
2544,192,150
2545,1146,1245
