,index,player_name
1327,1327,improbablyhigh
1328,1328,cris36
1329,1329,iechoic
1330,1330,tetley
1331,1331,huntermind
1332,1332,be0wulf
1333,1333,amsou
1334,1334,theshelton
1335,1335,loris04
1336,1336,greybeard23
1337,1337,lcf64
1338,1338,roothpd
1339,1339,icecreamdealer
1340,1340,binder47
1341,1341,anakgreget
1342,1342,chineseboy42
1343,1343,masonpafun
1344,1344,siinaa
1345,1345,ntam
1346,1346,jonkuc
1347,1347,oggy04
1348,1348,vladimirzozulya1500
1349,1349,az_99
1350,1350,skuppam3
1351,1351,supersapien55
1352,1352,liamxddd
1353,1353,zaeemalam
1354,1354,aridaybordon
1355,1355,fjachess
1356,1356,jabekens
1357,1357,fichess
1358,1358,lcover
1359,1359,nitin123
1360,1360,lifchrs
1361,1361,maumau62
1362,1362,ramin6009
1363,1363,peterqiu
1364,1364,zynko
1365,1365,thehutchtouch
1366,1366,benuard
1367,1367,albertlai431
1368,1368,apis11
1369,1369,pink-flower
1370,1370,betweentwopawns
1371,1371,bugzzila
1372,1372,stellanova
1373,1373,thebadfish
1374,1374,nakuradesu
1375,1375,xamio
1376,1376,ahmedgomez
1377,1377,first-time-1
1378,1378,lightningviper
1379,1379,drunkenfluteplayer
1380,1380,soultego
1381,1381,snapper
1382,1382,prototip
1383,1383,bloonfreakster
1384,1384,helykopter33
1385,1385,arturfritz
1386,1386,gmbeast
1387,1387,jopeshdamaster
1388,1388,toni4127
1389,1389,cocororo
1390,1390,klemi
1391,1391,loukas435
1392,1392,vkmansftw
1393,1393,glzrchess
1394,1394,vitaminex
1395,1395,sesh
1396,1396,zhaska
1397,1397,arnomass
1398,1398,felipe_freires
1399,1399,chessderek
1400,1400,steelviper
1401,1401,rps_1899
1402,1402,adivanov2009
1403,1403,ivan_franko
1404,1404,abdiellopez4
1405,1405,tienc12345
1406,1406,spitfire999
1407,1407,chessmolester
1408,1408,selami011235
1409,1409,alexmorato
1410,1410,alfredo17
1411,1411,muorota
1412,1412,anonymous_enemy
1413,1413,plr9415
1414,1414,hasan_al-banna
1415,1415,bontakriks
1416,1416,chesslearningpro
1417,1417,sassou
1418,1418,potatietots
1419,1419,tabellaria
1420,1420,leks86
1421,1421,alliekatxoxo1
1422,1422,lubo10
1423,1423,thepound
1424,1424,tomo1997
1425,1425,voodooo
1426,1426,jomax100
1427,1427,willdaplum
1428,1428,mathhopper
1429,1429,stethoscopes
1430,1430,b6a8h
1431,1431,chesswithmom
1432,1432,smileyface1236
1433,1433,artesano08
